onset	duration	nwb_table	is_vis	is_ruleA	is_switch	is_cueB	is_choL	is_correct	association_mat	rule_belief	signed_bias	rule_following	bias_following	prob_actual_cho	trial_onset_plane_frame_idx	trial_offset_plane_frame_idx	epoch_type	trial_id
36.20825	10.034750000000003	epochs															maze	0.0
36.20825	8.231499999999997	epochs															maze_stem	0.0
36.26725	15.284750000000003	trials	True	False	False	True	False	True	[0.2670084834098816, 0.7329915165901184, 0.21718275547027588, 0.7828172445297241]	0.04982572793960571	0.5158087611198425	-0.024912863969802856	-0.25790438055992126	0.21718275547027588	[85, 85, 85, 85, 85]	[145, 144, 144, 144, 144]		
44.4605	1.7824999999999989	epochs															maze_arm	0.0
46.26375	5.256250000000001	epochs															feedback_and_iti	0.0
46.26375	0.9799999999999969	epochs															feedback_delay	0.0
47.26925	1.977249999999998	epochs															feedback	0.0
49.54	1.980000000000004	epochs															iti	0.0
51.552	9.15625	epochs															maze	1.0
51.552	7.413000000000004	epochs															maze_stem	1.0
51.5765	14.383000000000003	trials	False	False	False	True	False	True	[0.44756191968917847, 0.5524380803108215, 0.3892521560192108, 0.6107478141784668]	0.05830974876880646	0.16318590939044952	-0.029154881834983826	-0.08159296214580536	0.3892521560192108	[177, 177, 177, 177, 177]	[231, 231, 231, 231, 231]		
58.9825	1.725749999999998	epochs															maze_arm	1.0
60.72375	5.2122500000000045	epochs															feedback_and_iti	1.0
60.72375	0.9937499999999986	epochs															feedback_delay	1.0
61.73375	1.9822500000000005	epochs															feedback	1.0
63.936	2.000000000000007	epochs															iti	1.0
65.9595	8.78725	epochs															maze	2.0
65.9595	7.0277499999999975	epochs															maze_stem	2.0
65.982	15.8245	trials	False	False	False	False	False	False	[0.6239145994186401, 0.3760853707790375, 0.6296350359916687, 0.3703649640083313]	-0.005720421671867371	-0.25354965031147003	-0.0028602182865142822	0.12677481770515442	0.6239145994186401	[264, 264, 263, 263, 263]	[316, 315, 315, 315, 315]		
73.0065	1.7402500000000032	epochs															maze_arm	2.0
74.77	7.012250000000009	epochs															feedback_and_iti	2.0
74.77	0.9930000000000092	epochs															feedback_delay	2.0
75.79075	1.9622499999999974	epochs															feedback	2.0
77.8345	3.947749999999999	epochs															iti	2.0
81.8065	9.228750000000005	epochs															maze	3.0
81.8065	7.4652499999999975	epochs															maze_stem	3.0
